ts,side,usd_notional,cascade
2026-06-02 05:57:35.974,sell,2868.16,0
2026-06-02 05:58:22.227,sell,69.93,0
2026-06-02 05:58:22.229,sell,629.35,0
2026-06-02 05:58:22.288,sell,419.56,0
2026-06-02 05:58:22.296,sell,3635.8,0
2026-06-02 05:58:22.411,sell,139.86,0
2026-06-02 05:58:22.835,sell,908.94,0
2026-06-02 05:58:23.155,sell,349.53,0
2026-06-02 05:58:23.741,sell,69.91,0
2026-06-02 05:59:25.434,sell,2167.07,0
2026-06-02 06:06:51.689,sell,210.21,0
2026-06-02 06:08:05.657,sell,70,0
2026-06-02 06:13:08.063,sell,349.48,0
2026-06-02 06:13:09.550,sell,6918.82,0
2026-06-02 06:13:40.279,sell,2864.29,0
2026-06-02 06:13:40.748,sell,12786.41,0
2026-06-02 06:13:40.902,sell,558.94,0
2026-06-02 06:13:40.928,sell,1117.84,0
2026-06-02 06:13:41.145,sell,628.75,0
2026-06-02 06:13:43.236,sell,279.44,0
2026-06-02 06:19:12.324,sell,559.89,0
2026-06-02 06:21:59.152,sell,279.78,0
2026-06-02 06:46:36.305,sell,69843.1,0
2026-06-02 06:46:53.784,sell,7333.53,0
2026-06-02 06:47:27.860,sell,488.72,0
2026-06-02 06:47:28.718,sell,558.45,0
2026-06-02 06:47:28.830,sell,628.29,0
2026-06-02 06:47:28.908,sell,61640.64,0
2026-06-02 06:47:29.402,sell,558.22,0
2026-06-02 06:47:29.870,sell,34478.24,0
2026-06-02 06:47:31.111,sell,418.61,0
2026-06-02 06:47:31.655,sell,3766.88,0
2026-06-02 06:47:36.063,sell,418.5,0
2026-06-02 06:47:36.676,sell,209.2,0
2026-06-02 06:47:36.858,sell,348.68,0
2026-06-02 06:47:36.871,sell,1046.18,0
2026-06-02 06:47:36.923,sell,488.1,0
2026-06-02 06:47:36.936,sell,1045.09,0
2026-06-02 06:47:36.956,sell,348.53,0
2026-06-02 06:47:36.957,sell,906.44,0
2026-06-02 06:47:36.971,sell,3486.59,0
2026-06-02 06:47:36.974,sell,4249.18,0
2026-06-02 06:47:36.981,sell,2856.86,0
2026-06-02 06:47:36.983,sell,1392.8,0
2026-06-02 06:47:36.989,sell,1950.86,0
2026-06-02 06:47:36.992,sell,139.31,0
2026-06-02 06:47:36.998,sell,2161.63,0
2026-06-02 06:47:37.001,sell,766.81,0
2026-06-02 06:47:37.025,sell,10101.16,0
2026-06-02 06:47:37.036,sell,5154.75,0
2026-06-02 06:47:37.039,sell,348.34,0
2026-06-02 06:47:37.046,sell,348.59,0
2026-06-02 06:47:37.057,sell,4601.02,0
2026-06-02 06:47:37.062,sell,696.95,0
2026-06-02 06:47:37.064,sell,836.13,0
2026-06-02 06:47:37.070,sell,1463.43,0
2026-06-02 06:47:37.072,sell,4457.43,0
2026-06-02 06:47:37.118,sell,69.68,0
2026-06-02 06:47:37.122,sell,69.71,0
2026-06-02 06:47:37.130,sell,4875.12,0
2026-06-02 06:47:37.147,sell,487.77,0
2026-06-02 06:47:37.151,sell,1602.7,0
2026-06-02 06:47:37.163,sell,2648.5,0
2026-06-02 06:47:37.164,sell,209.13,0
2026-06-02 06:47:37.167,sell,627.2,0
2026-06-02 06:47:37.175,sell,1115.49,0
2026-06-02 06:47:37.188,sell,1532.82,0
2026-06-02 06:47:37.201,sell,139.35,0
2026-06-02 06:47:37.215,sell,69.72,0
2026-06-02 06:47:37.242,sell,14627.59,0
2026-06-02 06:47:37.249,sell,8784.69,0
2026-06-02 06:47:37.251,sell,697.21,0
2026-06-02 06:47:37.262,sell,7172.88,0
2026-06-02 06:47:37.264,sell,8224.22,0
2026-06-02 06:47:37.265,sell,139.3,0
2026-06-02 06:47:37.269,sell,3344.78,0
2026-06-02 06:47:37.274,sell,19931.11,0
2026-06-02 06:47:37.287,sell,418,0
2026-06-02 06:47:37.289,sell,348.46,0
2026-06-02 06:47:37.290,sell,208.96,0
2026-06-02 06:47:37.291,sell,906.24,0
2026-06-02 06:47:37.310,sell,627.43,0
2026-06-02 06:47:37.322,sell,9267.45,0
2026-06-02 06:47:37.325,sell,975.67,0
2026-06-02 06:47:37.345,sell,1324.07,0
2026-06-02 06:47:37.349,sell,766.66,0
2026-06-02 06:47:37.359,sell,2787.8,0
2026-06-02 06:47:37.368,sell,3833.71,0
2026-06-02 06:47:37.373,sell,417.97,0
2026-06-02 06:47:37.375,sell,139.35,0
2026-06-02 06:47:37.378,sell,69.64,0
2026-06-02 06:47:37.379,sell,488.08,0
2026-06-02 06:47:37.397,sell,9269.82,0
2026-06-02 06:47:37.400,sell,7242.93,0
2026-06-02 06:47:37.419,sell,3761.85,0
2026-06-02 06:47:37.420,sell,69.64,0
2026-06-02 06:47:37.425,sell,69.65,0
2026-06-02 06:47:37.443,sell,2787.29,0
2026-06-02 06:47:37.446,sell,2089.86,0
2026-06-02 06:47:37.447,sell,21956.44,0
2026-06-02 06:47:37.463,sell,209.07,0
2026-06-02 06:47:37.469,sell,139.37,0
2026-06-02 06:47:37.473,sell,8015.89,0
2026-06-02 06:47:37.497,sell,11851.3,0
2026-06-02 06:47:37.500,sell,906.36,0
2026-06-02 06:47:37.503,sell,1602.93,0
2026-06-02 06:47:37.505,sell,1324.41,0
2026-06-02 06:47:37.510,sell,69.71,0
2026-06-02 06:47:37.520,sell,2997.95,0
2026-06-02 06:47:37.524,sell,418.05,0
2026-06-02 06:47:37.545,sell,104487.9,0
2026-06-02 06:47:37.553,sell,69.65,0
2026-06-02 06:47:37.554,sell,1115.02,0
2026-06-02 06:47:37.555,sell,6407.79,0
2026-06-02 06:47:37.557,sell,139.37,0
2026-06-02 06:47:37.565,sell,13105.97,0
2026-06-02 06:47:37.566,sell,418.01,0
2026-06-02 06:47:37.572,sell,7243.14,0
2026-06-02 06:47:37.580,sell,2022.05,0
2026-06-02 06:47:37.587,sell,52291.05,0
2026-06-02 06:47:37.591,sell,2369.79,0
2026-06-02 06:47:37.607,sell,905.35,0
2026-06-02 06:47:37.613,sell,209.03,0
2026-06-02 06:47:37.616,sell,1394.21,0
2026-06-02 06:47:37.623,sell,209.19,0
2026-06-02 06:47:37.636,sell,11710.62,0
2026-06-02 06:47:37.660,sell,697.01,0
2026-06-02 06:47:37.676,sell,348.52,0
2026-06-02 06:47:37.682,sell,487.97,0
2026-06-02 06:47:37.703,sell,18614.12,0
2026-06-02 06:47:37.707,sell,696.54,0
2026-06-02 06:47:37.712,sell,35960.4,0
2026-06-02 06:47:37.727,sell,18107.39,0
2026-06-02 06:47:37.734,sell,2438.46,0
2026-06-02 06:47:37.740,sell,139.38,0
2026-06-02 06:47:37.747,sell,1952.1,0
2026-06-02 06:47:37.761,sell,69.71,0
2026-06-02 06:47:37.768,sell,26905.17,0
2026-06-02 06:47:37.785,sell,209.13,0
2026-06-02 06:47:37.793,sell,9754.98,0
2026-06-02 06:47:37.794,sell,1742.68,0
2026-06-02 06:47:37.802,sell,348.44,0
2026-06-02 06:47:37.803,sell,417.89,0
2026-06-02 06:47:37.814,sell,86031.02,0
2026-06-02 06:47:37.815,sell,1393.92,0
2026-06-02 06:47:37.825,sell,3134.46,0
2026-06-02 06:47:37.832,sell,4948.47,0
2026-06-02 06:47:37.833,sell,139.4,0
2026-06-02 06:47:37.834,sell,69.72,0
2026-06-02 06:47:37.845,sell,60665.62,0
2026-06-02 06:47:37.856,sell,69.71,0
2026-06-02 06:47:37.858,sell,127646.25,0
2026-06-02 06:47:37.862,sell,9971.2,0
2026-06-02 06:47:37.864,sell,139.42,0
2026-06-02 06:47:37.865,sell,208.99,0
2026-06-02 06:47:37.866,sell,34705.37,0
2026-06-02 06:47:37.875,sell,69.73,0
2026-06-02 06:47:37.890,sell,906.45,0
2026-06-02 06:47:37.913,sell,34837.8,0
2026-06-02 06:47:37.919,sell,2996.12,0
2026-06-02 06:47:37.921,sell,418.22,0
2026-06-02 06:56:00.199,sell,1393.2,0
2026-06-02 06:56:22.994,sell,1044.58,0
2026-06-02 06:56:23.135,sell,5501.34,0
2026-06-02 06:56:23.850,sell,208.91,0
2026-06-02 06:56:23.858,sell,3272.94,0
2026-06-02 06:56:23.901,sell,4178.29,0
2026-06-02 06:56:24.150,sell,1740.81,0
2026-06-02 06:56:24.264,sell,69.63,0
2026-06-02 06:56:24.535,sell,3133.58,0
2026-06-02 06:56:24.598,sell,274699.03,0
2026-06-02 06:56:24.635,sell,1114.12,0
2026-06-02 06:56:24.810,sell,2297.85,0
2026-06-02 06:56:24.864,sell,6406.58,0
2026-06-02 06:56:24.918,sell,2228.3,0
2026-06-02 06:56:25.132,sell,15319.04,0
2026-06-02 06:56:25.149,sell,139.26,0
2026-06-02 06:56:25.272,sell,2367.48,0
2026-06-02 06:56:25.284,sell,1949.46,0
2026-06-02 06:56:25.311,sell,3063.67,0
2026-06-02 06:56:25.504,sell,208.89,0
2026-06-02 06:56:25.661,sell,1392.56,0
2026-06-02 06:56:25.679,sell,69.63,0
2026-06-02 06:56:25.727,sell,4038.52,0
2026-06-02 06:56:25.738,sell,1044.47,0
2026-06-02 06:56:25.817,sell,8842.73,0
2026-06-02 06:56:26.008,sell,696.22,0
2026-06-02 06:56:26.010,sell,8494.6,0
2026-06-02 06:56:26.012,sell,2436.82,0
2026-06-02 06:56:26.075,sell,557.03,0
2026-06-02 06:56:26.124,sell,13298.15,0
2026-06-02 06:56:26.136,sell,5499.91,0
2026-06-02 06:56:26.276,sell,696.16,0
2026-06-02 06:56:26.335,sell,633983.8,0
2026-06-02 06:56:26.415,sell,278.47,0
2026-06-02 06:56:26.421,sell,69.61,0
2026-06-02 06:56:26.464,sell,8771.11,0
2026-06-02 06:56:26.535,sell,69.62,0
2026-06-02 06:56:26.625,sell,1879.53,0
2026-06-02 06:56:26.633,sell,1113.96,0
2026-06-02 06:56:26.654,sell,626.51,0
2026-06-02 06:56:26.663,sell,2715.24,0
2026-06-02 06:56:26.711,sell,10511.93,0
2026-06-02 06:56:26.717,sell,1113.96,0
2026-06-02 06:56:26.921,sell,487.31,0
2026-06-02 06:56:26.979,sell,974.59,0
2026-06-02 06:56:27.203,sell,1322.43,0
2026-06-02 06:56:27.307,sell,215798.13,0
2026-06-02 06:56:27.332,sell,1252.79,0
2026-06-02 06:56:27.354,sell,69.61,0
2026-06-02 06:56:27.411,sell,8073.95,0
2026-06-02 06:56:27.420,sell,348.06,0
2026-06-02 06:56:27.486,sell,278.4,0
2026-06-02 06:56:27.691,sell,69.6,0
2026-06-02 06:56:27.773,sell,765.7,0
2026-06-02 06:56:27.793,sell,2644.91,0
2026-06-02 06:56:28.029,sell,487.22,0
2026-06-02 06:56:28.054,sell,835.18,0
2026-06-02 06:56:28.064,sell,1949.05,0
2026-06-02 06:56:28.082,sell,1461.79,0
2026-06-02 06:56:28.100,sell,10440.78,0
2026-06-02 06:56:29.176,sell,1670.65,0
2026-06-02 06:56:30.137,sell,1391.96,0
2026-06-02 06:56:30.218,sell,208.83,0
2026-06-02 06:56:53.506,sell,3897.45,0
2026-06-02 06:56:53.562,sell,974.36,0
2026-06-02 06:56:53.713,sell,69.6,0
2026-06-02 06:56:53.726,sell,3479.85,0
2026-06-02 06:56:53.759,sell,3201.55,0
2026-06-02 06:56:53.847,sell,7655.78,0
2026-06-02 06:56:54.070,sell,377427.24,0
2026-06-02 06:56:54.074,sell,62638.56,0
2026-06-02 06:56:54.914,sell,69.59,0
2026-06-02 06:56:54.963,sell,69.59,0
2026-06-02 06:56:55.022,sell,139.19,0
2026-06-02 06:56:55.284,sell,835.08,0
2026-06-02 06:56:55.427,sell,69.59,0
2026-06-02 06:56:55.535,sell,69.59,0
2026-06-02 06:56:55.558,sell,208.77,0
2026-06-02 06:56:55.818,sell,69.59,0
2026-06-02 06:56:55.872,sell,208.77,0
2026-06-02 06:56:55.955,sell,69.59,0
2026-06-02 06:56:56.033,sell,1878.83,0
2026-06-02 06:56:56.052,sell,835.03,0
2026-06-02 06:56:56.091,sell,3201.05,0
2026-06-02 06:56:56.124,sell,2783.53,0
2026-06-02 06:56:56.508,sell,208.76,0
2026-06-02 06:56:56.554,sell,13152.28,0
2026-06-02 06:56:56.563,sell,4175.29,0
2026-06-02 06:56:56.668,sell,4105.57,0
2026-06-02 06:56:56.676,sell,2296.38,0
2026-06-02 06:56:56.729,sell,33819.43,0
2026-06-02 06:56:56.883,sell,69.59,0
2026-06-02 06:56:58.311,sell,904.6,0
2026-06-02 06:56:58.471,sell,1113.34,0
2026-06-02 06:56:58.984,sell,417.48,0
2026-06-02 06:56:59.055,sell,69.58,0
2026-06-02 06:56:59.220,sell,1391.59,0
2026-06-02 06:56:59.287,sell,1391.5,0
2026-06-02 06:56:59.289,sell,69.58,0
2026-06-02 06:56:59.461,sell,9810.61,0
2026-06-02 06:56:59.529,sell,1182.87,0
2026-06-02 06:56:59.719,sell,2643.87,0
2026-06-02 06:56:59.756,sell,139.15,0
2026-06-02 06:56:59.783,sell,1043.72,0
2026-06-02 06:56:59.784,sell,10158.39,0
2026-06-02 06:56:59.793,sell,37642.51,0
2026-06-02 06:56:59.838,sell,6122.64,0
2026-06-02 06:56:59.854,sell,1739.4,0
2026-06-02 06:56:59.867,sell,69.58,0
2026-06-02 06:56:59.881,sell,69.57,0
2026-06-02 06:56:59.957,sell,10228.17,0
2026-06-02 06:56:59.966,sell,2226.5,0
2026-06-02 07:01:39.999,sell,69.57,0
2026-06-02 07:01:40.008,sell,1460.93,0
2026-06-02 07:01:40.044,sell,347.86,0
2026-06-02 07:01:40.112,sell,765.23,0
2026-06-02 07:01:40.401,sell,1947.82,0
2026-06-02 07:01:40.558,sell,974,0
2026-06-02 07:01:40.561,sell,11270.7,0
2026-06-02 07:01:40.613,sell,1530.46,0
2026-06-02 07:01:40.617,sell,347.87,0
2026-06-02 07:01:40.670,sell,19270.92,0
2026-06-02 07:01:40.748,sell,2713.32,0
2026-06-02 07:01:40.889,sell,417.44,0
2026-06-02 07:01:41.539,sell,486.96,0
2026-06-02 07:01:42.239,sell,973.92,0
2026-06-02 07:01:42.353,sell,69.56,0
2026-06-02 07:01:42.830,sell,7930.3,0
2026-06-02 07:01:42.993,sell,347.82,0
2026-06-02 07:01:43.026,sell,765.22,0
2026-06-02 07:01:43.042,sell,5495.67,0
2026-06-02 07:01:51.021,sell,2156.35,0
2026-06-02 07:01:51.112,sell,347.79,0
2026-06-02 07:01:51.117,sell,904.28,0
2026-06-02 07:01:51.171,sell,1808.67,0
2026-06-02 07:01:51.210,sell,347.8,0
2026-06-02 07:01:51.280,sell,4382.39,0
2026-06-02 07:01:51.562,sell,2156.41,0
2026-06-02 07:01:51.707,sell,139.12,0
2026-06-02 07:01:51.924,sell,486.94,0
2026-06-02 07:01:51.948,sell,3338.79,0
2026-06-02 07:01:52.286,sell,69.54,0
2026-06-02 07:01:52.305,sell,765.1,0
2026-06-02 07:01:52.334,sell,353329.24,0
2026-06-02 07:01:52.343,sell,1390.74,0
2026-06-02 07:01:52.351,sell,98049.71,0
2026-06-02 07:01:52.387,sell,556.44,0
2026-06-02 07:01:52.391,sell,6746.54,0
2026-06-02 07:01:52.447,sell,1877.95,0
2026-06-02 07:01:52.498,sell,417.33,0
2026-06-02 07:01:52.558,sell,625.85,0
2026-06-02 07:01:52.594,sell,417.25,0
2026-06-02 07:01:52.602,sell,4450.01,0
2026-06-02 07:01:52.611,sell,1460.32,0
2026-06-02 07:01:52.689,sell,8763.31,0
2026-06-02 07:01:52.788,sell,2156.19,0
2026-06-02 07:01:52.824,sell,556.3,0
2026-06-02 07:01:52.826,sell,69.54,0
2026-06-02 07:01:52.846,sell,69.55,0
2026-06-02 07:01:52.857,sell,69.54,0
2026-06-02 07:01:52.922,sell,417.24,0
2026-06-02 07:01:52.926,sell,69.55,0
2026-06-02 07:01:52.973,sell,973.77,0
2026-06-02 07:01:53.025,sell,556.36,0
2026-06-02 07:01:53.086,sell,139.07,0
2026-06-02 07:01:54.100,sell,239609.34,0
2026-06-02 07:01:54.148,sell,2086.12,0
2026-06-02 07:01:54.271,sell,139.06,0
2026-06-02 07:01:54.281,sell,1807.79,0
2026-06-02 07:01:54.380,sell,347.65,0
2026-06-02 07:01:54.382,sell,15574.72,0
2026-06-02 07:01:54.835,sell,973.46,0
2026-06-02 07:01:54.960,sell,4519.32,0
2026-06-02 07:01:58.225,sell,3476.36,0
2026-06-02 07:01:58.506,sell,139.05,0
2026-06-02 07:01:58.585,sell,139.05,0
2026-06-02 07:01:58.956,sell,834.3,0
2026-06-02 07:01:59.028,sell,208.56,0
2026-06-02 07:01:59.136,sell,278.09,0
2026-06-02 07:01:59.217,sell,69.52,0
2026-06-02 07:01:59.398,sell,139.04,0
2026-06-02 07:01:59.813,sell,8342.96,0
2026-06-02 07:01:59.850,sell,208.57,0
2026-06-02 07:02:15.541,sell,19257.15,0
2026-06-02 07:02:15.613,sell,1251.3,0
2026-06-02 07:02:16.033,sell,208.47,0
2026-06-02 07:02:16.036,sell,347.57,0
2026-06-02 07:02:16.040,sell,69.5,0
2026-06-02 07:02:16.087,sell,208.51,0
2026-06-02 07:02:16.105,sell,139,0
2026-06-02 07:02:16.153,sell,486.41,0
2026-06-02 07:02:16.157,sell,9106.43,0
2026-06-02 07:02:16.182,sell,2432.16,0
2026-06-02 07:02:16.202,sell,6602.88,0
2026-06-02 07:02:16.239,sell,8130.27,0
2026-06-02 07:02:16.244,sell,34751.2,0
2026-06-02 07:02:16.269,sell,138.97,0
2026-06-02 07:02:16.301,sell,9868.72,0
2026-06-02 07:02:16.303,sell,208.52,0
2026-06-02 07:02:16.305,sell,1389.96,0
2026-06-02 07:02:16.334,sell,33978.7,0
2026-06-02 07:02:16.386,sell,2571.43,0
2026-06-02 07:02:16.394,sell,138.98,0
2026-06-02 07:02:16.416,sell,6047.48,0
2026-06-02 07:02:16.440,sell,17375.28,0
2026-06-02 07:02:16.448,sell,3753.74,0
2026-06-02 07:02:16.459,sell,4239.96,0
2026-06-02 07:02:16.461,sell,3544.96,0
2026-06-02 07:02:16.470,sell,416.98,0
2026-06-02 07:02:16.473,sell,39265.86,0
2026-06-02 07:02:16.510,sell,2780.36,0
2026-06-02 07:02:16.547,sell,69.5,0
2026-06-02 07:02:16.566,sell,1668.3,0
2026-06-02 07:02:16.576,sell,1475131.13,0
2026-06-02 07:02:16.586,sell,208.51,0
2026-06-02 07:02:16.607,sell,954961.03,0
2026-06-02 07:02:16.637,sell,24882.68,0
2026-06-02 07:02:16.672,sell,1737.15,0
2026-06-02 07:02:16.678,sell,31758.3,0
2026-06-02 07:02:16.852,sell,69.49,0
2026-06-02 07:02:16.901,sell,5630.02,0
2026-06-02 07:02:16.917,sell,1529.2,0
2026-06-02 07:02:16.948,sell,3892.29,0
2026-06-02 07:02:16.962,sell,69.5,0
2026-06-02 07:02:16.968,sell,19045.36,0
2026-06-02 07:02:16.997,sell,556.09,0
2026-06-02 07:02:17.013,sell,1737.47,0
2026-06-02 07:02:43.133,sell,28212.7,0
2026-06-02 07:02:51.207,sell,833.8,0
2026-06-02 07:02:51.365,sell,833.76,0
2026-06-02 07:02:51.408,sell,1250.72,0
2026-06-02 07:02:51.730,sell,138.96,0
2026-06-02 07:02:51.739,sell,555.87,0
2026-06-02 07:02:51.751,sell,69.48,0
2026-06-02 07:02:51.819,sell,2292.93,0
2026-06-02 07:02:51.842,sell,972.77,0
2026-06-02 07:02:51.910,sell,138.96,0
2026-06-02 07:02:51.960,sell,208.45,0
2026-06-02 07:02:52.137,sell,208.45,0
2026-06-02 07:02:52.158,sell,138.96,0
2026-06-02 07:02:52.268,sell,208.45,0
2026-06-02 07:02:52.748,sell,69.48,0
2026-06-02 07:02:52.928,sell,12991.88,0
2026-06-02 07:02:57.067,sell,1389.38,0
2026-06-02 07:02:57.122,sell,69.47,0
2026-06-02 07:02:57.243,sell,486.32,0
2026-06-02 07:02:57.337,sell,208.42,0
2026-06-02 07:02:57.348,sell,208.42,0
2026-06-02 07:02:57.399,sell,1042.09,0
2026-06-02 07:02:57.434,sell,1389.47,0
2026-06-02 07:02:57.488,sell,6877.93,0
2026-06-02 07:02:57.515,sell,4168.47,0
2026-06-02 07:02:58.834,sell,38903.65,0
2026-06-02 07:02:59.125,sell,625.14,0
2026-06-02 07:02:59.147,sell,277.84,0
2026-06-02 07:02:59.226,sell,5001.37,0
2026-06-02 07:02:59.267,sell,6112.72,0
2026-06-02 07:02:59.270,sell,69.46,0
2026-06-02 07:02:59.277,sell,9584.68,0
2026-06-02 07:02:59.346,sell,1805.82,0
2026-06-02 07:02:59.410,sell,69.46,0
2026-06-02 07:02:59.466,sell,347.3,0
2026-06-02 07:02:59.537,sell,3472.97,0
2026-06-02 07:02:59.552,sell,1250.32,0
2026-06-02 07:02:59.616,sell,138.93,0
2026-06-02 07:02:59.649,sell,2361.56,0
2026-06-02 07:02:59.711,sell,7501.44,0
2026-06-02 07:02:59.832,sell,2778.1,0
2026-06-02 07:02:59.838,sell,7223.55,0
2026-06-02 07:03:00.083,sell,54106.54,0
2026-06-02 07:03:00.969,sell,1944.64,0
2026-06-02 07:03:00.989,sell,1735.96,0
2026-06-02 07:03:01.001,sell,416.64,0
2026-06-02 07:03:01.059,sell,13888,0
2026-06-02 07:03:01.182,sell,416.64,0
2026-06-02 07:03:01.213,sell,13888.14,0
2026-06-02 07:03:01.312,sell,3055.18,0
2026-06-02 07:03:01.324,sell,138.89,0
2026-06-02 07:03:01.387,sell,624.92,0
2026-06-02 07:03:01.408,sell,9028.36,0
2026-06-02 07:03:01.411,sell,1319.52,0
2026-06-02 07:03:01.428,sell,24027.87,0
2026-06-02 07:03:01.453,sell,555.55,0
2026-06-02 07:03:01.466,sell,555.51,0
2026-06-02 07:03:01.507,sell,47707.55,0
2026-06-02 07:03:01.547,sell,347.21,0
2026-06-02 07:03:01.705,sell,625.03,0
2026-06-02 07:03:01.727,sell,347.24,0
2026-06-02 07:03:01.854,sell,1527.72,0
2026-06-02 07:03:01.923,sell,2222.44,0
2026-06-02 07:03:01.926,sell,625,0
2026-06-02 07:03:02.172,sell,138.85,0
2026-06-02 07:03:02.245,sell,1041.33,0
2026-06-02 07:03:02.254,sell,19649,0
2026-06-02 07:03:02.266,sell,624.83,0
2026-06-02 07:03:02.292,sell,277.71,0
2026-06-02 07:03:02.316,sell,4442.89,0
2026-06-02 07:03:02.328,sell,347.11,0
2026-06-02 07:03:02.341,sell,277.67,0
2026-06-02 07:03:02.367,sell,11106.08,0
2026-06-02 07:03:02.377,sell,8816.33,0
2026-06-02 07:03:02.442,sell,2846.08,0
2026-06-02 07:03:02.481,sell,347.12,0
2026-06-02 07:03:02.487,sell,347.12,0
2026-06-02 07:03:02.491,sell,486.01,0
2026-06-02 07:03:02.503,sell,694.18,0
2026-06-02 07:03:02.537,sell,7011.31,0
2026-06-02 07:03:02.562,sell,763.76,0
2026-06-02 07:03:02.623,sell,1388.61,0
2026-06-02 07:03:02.628,sell,13676.74,0
2026-06-02 07:03:02.658,sell,3541,0
2026-06-02 07:03:02.679,sell,13884.3,0
2026-06-02 07:03:02.693,sell,17983.12,0
2026-06-02 07:03:02.725,sell,208.29,0
2026-06-02 07:03:02.729,sell,2846.41,0
2026-06-02 07:03:02.846,sell,9580.55,0
2026-06-02 07:03:02.880,sell,1457.93,0
2026-06-02 07:03:02.887,sell,277.68,0
2026-06-02 07:03:02.888,sell,47556.47,0
2026-06-02 07:03:02.948,sell,10412.98,0
2026-06-02 07:03:02.976,sell,624.85,0
2026-06-02 07:03:03.027,sell,1457.79,0
2026-06-02 07:03:03.032,sell,277.67,0
2026-06-02 07:03:03.057,sell,555.4,0
2026-06-02 07:03:03.067,sell,1457.74,0
2026-06-02 07:03:03.078,sell,2221.3,0
2026-06-02 07:03:03.118,sell,26728.97,0
2026-06-02 07:03:03.724,buy,630.89,0
2026-06-02 07:03:05.351,sell,1110.67,0
2026-06-02 07:03:05.606,sell,2082.58,0
2026-06-02 07:03:06.226,sell,69.41,0
2026-06-02 07:03:06.287,sell,555.26,0
2026-06-02 07:03:06.326,sell,3054.11,0
2026-06-02 07:03:06.351,sell,763.47,0
2026-06-02 07:03:06.499,sell,1665.75,0
2026-06-02 07:03:06.521,sell,69.41,0
2026-06-02 07:03:06.554,sell,3123.53,0
2026-06-02 07:03:06.690,sell,25888.89,0
2026-06-02 07:03:06.724,sell,21378.99,0
2026-06-02 07:03:06.793,sell,49076.26,0
2026-06-02 07:03:06.825,sell,4164.49,0
2026-06-02 07:03:06.831,sell,2429.54,0
2026-06-02 07:03:06.841,sell,624.69,0
2026-06-02 07:03:06.993,sell,1735.15,0
2026-06-02 07:03:06.995,sell,1943.51,0
2026-06-02 07:03:07.036,sell,3054.13,0
2026-06-02 07:03:07.090,sell,2845.56,0
2026-06-02 07:03:07.120,sell,69.4,0
2026-06-02 07:03:07.469,sell,3331.18,0
2026-06-02 07:03:07.471,sell,2845.22,0
2026-06-02 07:03:07.486,sell,277.59,0
2026-06-02 07:03:07.505,sell,1110.46,0
2026-06-02 07:03:07.510,sell,2151.47,0
2026-06-02 07:03:07.711,sell,196465.45,0
2026-06-02 07:03:07.747,sell,2359.64,0
2026-06-02 07:03:07.756,sell,4094.65,0
2026-06-02 07:03:07.847,sell,1387.9,0
2026-06-02 07:03:07.923,sell,2914.59,0
2026-06-02 07:03:07.933,sell,555.2,0
2026-06-02 07:03:07.945,sell,151366.42,0
2026-06-02 07:03:07.963,sell,1387.99,0
2026-06-02 07:03:07.978,sell,1387.71,0
2026-06-02 07:03:07.998,sell,208.2,0
2026-06-02 07:03:08.001,sell,4856.06,0
2026-06-02 07:03:08.018,sell,2358.99,0
2026-06-02 07:03:08.019,sell,1248.91,0
2026-06-02 07:03:08.027,sell,555.24,0
2026-06-02 07:03:08.035,sell,241684.67,0
2026-06-02 07:03:08.041,sell,624.62,0
2026-06-02 07:03:08.051,sell,485.64,0
2026-06-02 07:03:08.055,sell,277.49,0
2026-06-02 07:03:08.089,sell,4787.03,0
2026-06-02 07:03:08.100,sell,76307.11,0
2026-06-02 07:03:08.109,sell,1665.04,0
2026-06-02 07:03:08.114,sell,5272.36,0
2026-06-02 07:03:08.173,sell,3399.45,0
2026-06-02 07:03:08.215,sell,208.11,0
2026-06-02 07:03:08.232,sell,346.96,0
2026-06-02 07:03:08.271,sell,3329.93,0
2026-06-02 07:03:08.321,sell,138.78,0
2026-06-02 07:03:08.326,sell,10059.74,0
2026-06-02 07:03:08.330,sell,1110.06,0
2026-06-02 07:03:08.366,sell,1248.87,0
2026-06-02 07:03:08.367,sell,902.06,0
2026-06-02 07:03:08.376,sell,19773.64,0
2026-06-02 07:03:08.442,sell,485.68,0
2026-06-02 07:03:08.460,sell,693.79,0
2026-06-02 07:03:08.487,sell,2358.59,0
2026-06-02 07:03:08.502,sell,971.39,0
2026-06-02 07:03:08.521,sell,39477.45,0
2026-06-02 07:03:08.532,sell,5342.53,0
2026-06-02 07:03:08.550,sell,416.34,0
2026-06-02 07:03:08.557,sell,10614.64,0
2026-06-02 07:03:08.584,sell,3955.08,0
2026-06-02 07:03:08.683,sell,11792.97,0
2026-06-02 07:03:08.684,sell,3469.53,0
2026-06-02 07:03:08.690,sell,12555.83,0
2026-06-02 07:03:08.707,sell,1179.33,0
2026-06-02 07:03:08.751,sell,48849.43,0
2026-06-02 07:03:08.838,sell,2150.65,0
2026-06-02 07:03:08.858,sell,277.52,0
2026-06-02 07:03:08.886,sell,1596.07,0
2026-06-02 07:03:08.889,sell,208.13,0
2026-06-02 07:03:08.956,sell,1387.39,0
2026-06-02 07:03:09.222,buy,840.76,0
2026-06-02 07:03:09.239,sell,7075.53,0
2026-06-02 07:03:09.774,sell,1317.99,0
2026-06-02 07:03:10.020,sell,208.1,0
2026-06-02 07:14:59.071,sell,418.01,0
