ts,oi
2020-11-12 00:00:00,651611859
2020-11-13 00:00:00,701741547
2020-11-14 00:00:00,690704935
2020-11-15 00:00:00,671101861
2020-11-16 00:00:00,671363830
2020-11-17 00:00:00,724301405
2020-11-18 00:00:00,748833979
2020-11-19 00:00:00,694432746
2020-11-20 00:00:00,716628418
2020-11-21 00:00:00,737377319
2020-11-22 00:00:00,795829858
2020-11-23 00:00:00,774689063
2020-11-24 00:00:00,728950411
2020-11-25 00:00:00,854326195
2020-11-26 00:00:00,838452257
2020-11-27 00:00:00,603380282
2020-11-28 00:00:00,605747061
2020-11-29 00:00:00,629610025
2020-11-30 00:00:00,649468831
2020-12-01 00:00:00,735918989
2020-12-02 00:00:00,709960411
2020-12-03 00:00:00,674165342
2020-12-04 00:00:00,760867167
2020-12-05 00:00:00,729989966
2020-12-06 00:00:00,738525419
2020-12-07 00:00:00,748839423
2020-12-08 00:00:00,762911220
2020-12-09 00:00:00,779227809
2020-12-10 00:00:00,723619515
2020-12-11 00:00:00,725509353
2020-12-12 00:00:00,736993167
2020-12-13 00:00:00,734211672
2020-12-14 00:00:00,777631281
2020-12-15 00:00:00,782320826
2020-12-16 00:00:00,819297371
2020-12-17 00:00:00,859818325
2020-12-18 00:00:00,877692308
2020-12-19 00:00:00,882884167
2020-12-20 00:00:00,957942210
2020-12-21 00:00:00,951202077
2020-12-22 00:00:00,851176270
2020-12-23 00:00:00,912375261
2020-12-24 00:00:00,810756393
2020-12-25 00:00:00,763971333
2020-12-26 00:00:00,891011553
2020-12-27 00:00:00,961430010
2020-12-28 00:00:00,909381696
2020-12-29 00:00:00,914074116
2020-12-30 00:00:00,915079231
2020-12-31 00:00:00,1020513820
2021-01-01 00:00:00,1025203374
2021-01-02 00:00:00,1104874084
2021-01-03 00:00:00,1275519475
2021-01-04 00:00:00,1169506040
2021-01-05 00:00:00,942463368
2021-01-06 00:00:00,938801143
2021-01-07 00:00:00,988822094
2021-01-08 00:00:00,1119405738
2021-01-09 00:00:00,1167684046
2021-01-10 00:00:00,1277574806
2021-01-11 00:00:00,1223438012
2021-01-12 00:00:00,877601196
2021-01-13 00:00:00,917701074
2021-01-14 00:00:00,927250906
2021-01-15 00:00:00,1086364425
2021-01-16 00:00:00,1146632397
2021-01-17 00:00:00,1044231007
2021-01-18 00:00:00,962854938
2021-01-19 00:00:00,1061730848
2021-01-20 00:00:00,1023268167
2021-01-21 00:00:00,1049632228
2021-01-22 00:00:00,917821568
2021-01-23 00:00:00,881778999
2021-01-24 00:00:00,846412946
2021-01-25 00:00:00,875467427
2021-01-26 00:00:00,889659867
2021-01-27 00:00:00,901168945
2021-01-28 00:00:00,879560806
2021-01-29 00:00:00,1005518122
2021-01-30 00:00:00,999914144
2021-01-31 00:00:00,1033590753
2021-02-01 00:00:00,1039220288
2021-02-02 00:00:00,987496687
2021-02-03 00:00:00,1063862416
2021-02-04 00:00:00,1099259720
2021-02-05 00:00:00,1064887477
2021-02-06 00:00:00,1157347289
2021-02-07 00:00:00,1339676917
2021-02-08 00:00:00,1225564465
2021-02-09 00:00:00,1645248944
2021-02-10 00:00:00,1581015040
2021-02-11 00:00:00,1471006848
2021-02-12 00:00:00,1721482071
2021-02-13 00:00:00,1670298116
2021-02-14 00:00:00,1586250620
2021-02-15 00:00:00,1811110787
2021-02-16 00:00:00,1654162763
2021-02-17 00:00:00,1705776364
2021-02-18 00:00:00,1963733690
2021-02-19 00:00:00,1818941335
2021-02-20 00:00:00,1978452144
2021-02-21 00:00:00,1847119282
2021-02-22 00:00:00,1900065626
2021-02-23 00:00:00,1569599316
2021-02-24 00:00:00,1271805000
2021-02-25 00:00:00,1362856054
2021-02-26 00:00:00,1359031898
2021-02-27 00:00:00,1258211959
2021-02-28 00:00:00,1269795483
2021-03-01 00:00:00,1334305946
2021-03-02 00:00:00,1430030968
2021-03-03 00:00:00,1393048944
2021-03-04 00:00:00,1455896380
2021-03-05 00:00:00,1425874789
2021-03-06 00:00:00,1436332602
2021-03-07 00:00:00,1451521820
2021-03-08 00:00:00,1553216939
2021-03-09 00:00:00,1591478582
2021-03-10 00:00:00,1808718852
2021-03-11 00:00:00,1879561594
2021-03-12 00:00:00,1915767604
2021-03-13 00:00:00,1909196175
2021-03-14 00:00:00,2239326428
2021-03-15 00:00:00,2231021136
2021-03-16 00:00:00,1833387576
2021-03-17 00:00:00,1911331802
2021-03-18 00:00:00,1921426924
2021-03-19 00:00:00,1964635386
2021-03-20 00:00:00,1933171146
2021-03-21 00:00:00,1965839440
2021-03-22 00:00:00,1901862989
2021-03-23 00:00:00,1944186248
2021-03-24 00:00:00,1897107937
2021-03-25 00:00:00,1935826393
2021-03-26 00:00:00,1800174798
2021-03-27 00:00:00,1826339718
2021-03-28 00:00:00,1790847902
2021-03-29 00:00:00,1811163286
2021-03-30 00:00:00,2044285182
2021-03-31 00:00:00,2001272159
2021-04-01 00:00:00,2037825989
2021-04-02 00:00:00,2001450131
2021-04-03 00:00:00,2078783335
2021-04-04 00:00:00,2087209937
2021-04-05 00:00:00,1949899830
2021-04-06 00:00:00,2016964698
2021-04-07 00:00:00,2002891150
2021-04-08 00:00:00,2003544118
2021-04-09 00:00:00,1964521817
2021-04-10 00:00:00,1884228808
2021-04-11 00:00:00,2146359699
2021-04-12 00:00:00,2070548215
2021-04-13 00:00:00,2147537695
2021-04-14 00:00:00,2446728459
2021-04-15 00:00:00,2310323122
2021-04-16 00:00:00,2288035618
2021-04-17 00:00:00,2136057764
2021-04-18 00:00:00,2118109052
2021-04-19 00:00:00,1591606123
2021-04-20 00:00:00,1510756311
2021-04-21 00:00:00,1591333616
2021-04-22 00:00:00,1539743112
2021-04-23 00:00:00,1618724937
2021-04-24 00:00:00,1646373764
2021-04-25 00:00:00,1680580804
2021-04-26 00:00:00,1604707465
2021-04-27 00:00:00,1526474249
2021-04-28 00:00:00,1527436268
2021-04-29 00:00:00,1559830328
2021-04-30 00:00:00,1625731617
2021-05-01 00:00:00,1844638470
2021-05-02 00:00:00,1880923836
2021-05-03 00:00:00,1883597082
2021-05-04 00:00:00,1994685189
2021-05-05 00:00:00,1798140930
2021-05-06 00:00:00,1793409630
2021-05-07 00:00:00,1877620743
2021-05-08 00:00:00,1818748098
2021-05-09 00:00:00,1941602333
2021-05-10 00:00:00,1853265143
2021-05-11 00:00:00,1833812713
2021-05-12 00:00:00,1821418702
2021-05-13 00:00:00,1574241777
2021-05-14 00:00:00,1698106256
2021-05-15 00:00:00,1647708941
2021-05-16 00:00:00,1721038993
2021-05-17 00:00:00,1716468337
2021-05-18 00:00:00,1859969005
2021-05-19 00:00:00,1810244659
2021-05-20 00:00:00,980639197
2021-05-21 00:00:00,1045550675
2021-05-22 00:00:00,1014630716
2021-05-23 00:00:00,1117658250
2021-05-24 00:00:00,1032860428
2021-05-25 00:00:00,1223040896
2021-05-26 00:00:00,1186757852
2021-05-27 00:00:00,1364152419
2021-05-28 00:00:00,1385026730
2021-05-29 00:00:00,1334902136
2021-05-30 00:00:00,1346997359
2021-05-31 00:00:00,1443974198
2021-06-01 00:00:00,1462545131
2021-06-02 00:00:00,1401530521
2021-06-03 00:00:00,1571057559
2021-06-04 00:00:00,1675267699
2021-06-05 00:00:00,1587244966
2021-06-06 00:00:00,1534261059
2021-06-07 00:00:00,1648560474
2021-06-08 00:00:00,1624664261
2021-06-09 00:00:00,1574854431
2021-06-10 00:00:00,1922740530
2021-06-11 00:00:00,1822340671
2021-06-12 00:00:00,1770909944
2021-06-13 00:00:00,1694347026
2021-06-14 00:00:00,1883805638
2021-06-15 00:00:00,2148422993
2021-06-16 00:00:00,2098744394
2021-06-17 00:00:00,2078064113
2021-06-18 00:00:00,2161932776
2021-06-19 00:00:00,2021138742
2021-06-20 00:00:00,1995968370
2021-06-21 00:00:00,1927567543
2021-06-22 00:00:00,1614556479
2021-06-23 00:00:00,1677676555
2021-06-24 00:00:00,1754153442
2021-06-25 00:00:00,1923438071
2021-06-26 00:00:00,1674258138
2021-06-27 00:00:00,1793432496
2021-06-28 00:00:00,1929511506
2021-06-29 00:00:00,1898456839
2021-06-30 00:00:00,2029243691
2021-07-01 00:00:00,1930596989
2021-07-02 00:00:00,1884391100
2021-07-03 00:00:00,1921358674
2021-07-04 00:00:00,2053944090
2021-07-05 00:00:00,2109107899
2021-07-06 00:00:00,2000025302
2021-07-07 00:00:00,1964614659
2021-07-08 00:00:00,1964087023
2021-07-09 00:00:00,2047359859
2021-07-10 00:00:00,2099045708
2021-07-11 00:00:00,2037402296
2021-07-12 00:00:00,2150937910
2021-07-13 00:00:00,2006189753
2021-07-14 00:00:00,2052593587
2021-07-15 00:00:00,1946788833
2021-07-16 00:00:00,2070634477
2021-07-17 00:00:00,1958621592
2021-07-18 00:00:00,2082550325
2021-07-19 00:00:00,2047855067
2021-07-20 00:00:00,2221771834
2021-07-21 00:00:00,2092206976
2021-07-22 00:00:00,2206059584
2021-07-23 00:00:00,2184245318
2021-07-24 00:00:00,2308476954
2021-07-25 00:00:00,2345318966
2021-07-26 00:00:00,2556237584
2021-07-27 00:00:00,1999272423
2021-07-28 00:00:00,2196185738
2021-07-29 00:00:00,2212502528
2021-07-30 00:00:00,2264401594
2021-07-31 00:00:00,2272255563
2021-08-01 00:00:00,2238327946
2021-08-02 00:00:00,1990012675
2021-08-03 00:00:00,2104629142
2021-08-04 00:00:00,2180210807
2021-08-05 00:00:00,2192448550
2021-08-06 00:00:00,2247323762
2021-08-07 00:00:00,2374077644
2021-08-08 00:00:00,2420532141
2021-08-09 00:00:00,2295389467
2021-08-10 00:00:00,2618038769
2021-08-11 00:00:00,2501867638
2021-08-12 00:00:00,2565763153
2021-08-13 00:00:00,2498985108
2021-08-14 00:00:00,2669860985
2021-08-15 00:00:00,2610590018
2021-08-16 00:00:00,2508873715
2021-08-17 00:00:00,2610267451
2021-08-18 00:00:00,2563499358
2021-08-19 00:00:00,2461090188
2021-08-20 00:00:00,2575413184
2021-08-21 00:00:00,2865870852
2021-08-22 00:00:00,2860990316
2021-08-23 00:00:00,2816503112
2021-08-24 00:00:00,3004656095
2021-08-25 00:00:00,3020707700
2021-08-26 00:00:00,2927360615
2021-08-27 00:00:00,2842775122
2021-08-28 00:00:00,2868139678
2021-08-29 00:00:00,2925949738
2021-08-30 00:00:00,2809070168
2021-08-31 00:00:00,2802086379
2021-09-01 00:00:00,2861868502
2021-09-02 00:00:00,2987437886
2021-09-03 00:00:00,3156507047
2021-09-04 00:00:00,3075359263
2021-09-05 00:00:00,2859621656
2021-09-06 00:00:00,3237859080
2021-09-07 00:00:00,3265786664
2021-09-08 00:00:00,2057644999
2021-09-09 00:00:00,2098617232
2021-09-10 00:00:00,2106665678
2021-09-11 00:00:00,2133409478
2021-09-12 00:00:00,2146070704
2021-09-13 00:00:00,2223488841
2021-09-14 00:00:00,2102795015
2021-09-15 00:00:00,2325455694
2021-09-16 00:00:00,2484574146
2021-09-17 00:00:00,2390596125
2021-09-18 00:00:00,2388737033
2021-09-19 00:00:00,2467474835
2021-09-20 00:00:00,2440304628
2021-09-21 00:00:00,2100101842
2021-09-22 00:00:00,1900568922
2021-09-23 00:00:00,1915651103
2021-09-24 00:00:00,2081376414
2021-09-25 00:00:00,1933261456
2021-09-26 00:00:00,1872768916
2021-09-27 00:00:00,1908976766
2021-09-28 00:00:00,1853331135
2021-09-29 00:00:00,1874687811
2021-09-30 00:00:00,1998530274
2021-10-01 00:00:00,2098554690
2021-10-02 00:00:00,2446290917
2021-10-03 00:00:00,2374593611
2021-10-04 00:00:00,2315559134
2021-10-05 00:00:00,2363841237
2021-10-06 00:00:00,2714438393
2021-10-07 00:00:00,2769027145
2021-10-08 00:00:00,2805338724
2021-10-09 00:00:00,2749429369
2021-10-10 00:00:00,2802599696
2021-10-11 00:00:00,2872709228
2021-10-12 00:00:00,3121935878
2021-10-13 00:00:00,2870995154
2021-10-14 00:00:00,2798993761
2021-10-15 00:00:00,2895657752
2021-10-16 00:00:00,3260577925
2021-10-17 00:00:00,3300151221
2021-10-18 00:00:00,3277021877
2021-10-19 00:00:00,3212843609
2021-10-20 00:00:00,3571772961
2021-10-21 00:00:00,3763708466
2021-10-22 00:00:00,3435331986
2021-10-23 00:00:00,3395626064
2021-10-24 00:00:00,3411164865
2021-10-25 00:00:00,3516935126
2021-10-26 00:00:00,3616569434
2021-10-27 00:00:00,3527520470
2021-10-28 00:00:00,3321076831
2021-10-29 00:00:00,3370323539
2021-10-30 00:00:00,3265559841
2021-10-31 00:00:00,3204953903
2021-11-01 00:00:00,3391682281
2021-11-02 00:00:00,3292351687
2021-11-03 00:00:00,3485545995
2021-11-04 00:00:00,3345905317
2021-11-05 00:00:00,3413811831
2021-11-06 00:00:00,3479050724
2021-11-07 00:00:00,3505013930
2021-11-08 00:00:00,3700139545
2021-11-09 00:00:00,4063865385
2021-11-10 00:00:00,4018718848
2021-11-11 00:00:00,3711182885
2021-11-12 00:00:00,3571300517
2021-11-13 00:00:00,3714548347
2021-11-14 00:00:00,3681146308
2021-11-15 00:00:00,3782602129
2021-11-16 00:00:00,3968191007
2021-11-17 00:00:00,3642048405
2021-11-18 00:00:00,3610693618
2021-11-19 00:00:00,3479740553
2021-11-20 00:00:00,3428819324
2021-11-21 00:00:00,3415823050
2021-11-22 00:00:00,3297091086
2021-11-23 00:00:00,3406579260
2021-11-24 00:00:00,3482186282
2021-11-25 00:00:00,3512725370
2021-11-26 00:00:00,3594486423
2021-11-27 00:00:00,3665745911
2021-11-28 00:00:00,3528118236
2021-11-29 00:00:00,3477091900
2021-11-30 00:00:00,3516828445
2021-12-01 00:00:00,3480819098
2021-12-02 00:00:00,3592165740
2021-12-03 00:00:00,3409153614
2021-12-04 00:00:00,3626899185
2021-12-05 00:00:00,2005866708
2021-12-06 00:00:00,1964983577
2021-12-07 00:00:00,1935676527
2021-12-08 00:00:00,2096294337
2021-12-09 00:00:00,2000635358
2021-12-10 00:00:00,2050369596
2021-12-11 00:00:00,1900011716
2021-12-12 00:00:00,1932097622
2021-12-13 00:00:00,2168674452
2021-12-14 00:00:00,2085596973
2021-12-15 00:00:00,1997789714
2021-12-16 00:00:00,2081991961
2021-12-17 00:00:00,2265165166
2021-12-18 00:00:00,2334868072
2021-12-19 00:00:00,2490843902
2021-12-20 00:00:00,2616124994
2021-12-21 00:00:00,2899489375
2021-12-22 00:00:00,3430755205
2021-12-23 00:00:00,3558314912
2021-12-24 00:00:00,3734489088
2021-12-25 00:00:00,3690112600
2021-12-26 00:00:00,3720424512
2021-12-27 00:00:00,3669262245
2021-12-28 00:00:00,3739899900
2021-12-29 00:00:00,3525701870
2021-12-30 00:00:00,3387917052
2021-12-31 00:00:00,3384908193
2022-01-01 00:00:00,3455022353
2022-01-02 00:00:00,3481031244
2022-01-03 00:00:00,3465520268
2022-01-04 00:00:00,3692832592
2022-01-05 00:00:00,3719873852
2022-01-06 00:00:00,3378317881
2022-01-07 00:00:00,3415962662
2022-01-08 00:00:00,3183046473
2022-01-09 00:00:00,3185105414
2022-01-10 00:00:00,3186943789
2022-01-11 00:00:00,3199286579
2022-01-12 00:00:00,3303590550
2022-01-13 00:00:00,3399023301
2022-01-14 00:00:00,3269387530
2022-01-15 00:00:00,3205682641
2022-01-16 00:00:00,3241986296
2022-01-17 00:00:00,3173620854
2022-01-18 00:00:00,3195571221
2022-01-19 00:00:00,3164148604
2022-01-20 00:00:00,3141254681
2022-01-21 00:00:00,3114799459
2022-01-22 00:00:00,2616801865
2022-01-23 00:00:00,2561841233
2022-01-24 00:00:00,2685727127
2022-01-25 00:00:00,2679588981
2022-01-26 00:00:00,2809458596
2022-01-27 00:00:00,2717242680
2022-01-28 00:00:00,2687842640
2022-01-29 00:00:00,2798907789
2022-01-30 00:00:00,2911635323
2022-01-31 00:00:00,2927124248
2022-02-01 00:00:00,3187647976
2022-02-02 00:00:00,3041803141
2022-02-03 00:00:00,2877898072
2022-02-04 00:00:00,2899629841
2022-02-05 00:00:00,3386332340
2022-02-06 00:00:00,3362120357
2022-02-07 00:00:00,3410399223
2022-02-08 00:00:00,3424817939
2022-02-09 00:00:00,3211751614
2022-02-10 00:00:00,3309850931
2022-02-11 00:00:00,3124876019
2022-02-12 00:00:00,3075644200
2022-02-13 00:00:00,3060943403
2022-02-14 00:00:00,3014461913
2022-02-15 00:00:00,3155717600
2022-02-16 00:00:00,3390074347
2022-02-17 00:00:00,3362179675
2022-02-18 00:00:00,3031595660
2022-02-19 00:00:00,2929736599
2022-02-20 00:00:00,3047138285
2022-02-21 00:00:00,2827227334
2022-02-22 00:00:00,2696493365
2022-02-23 00:00:00,2859138387
2022-02-24 00:00:00,2711919751
2022-02-25 00:00:00,2528923873
2022-02-26 00:00:00,2646861541
2022-02-27 00:00:00,2629144620
2022-02-28 00:00:00,2481328765
2022-03-01 00:00:00,2970465593
2022-03-02 00:00:00,3137221746
2022-03-03 00:00:00,3196849124
2022-03-04 00:00:00,3169084020
2022-03-05 00:00:00,2940374574
2022-03-06 00:00:00,2992155075
2022-03-07 00:00:00,2780425194
2022-03-08 00:00:00,2629548652
2022-03-09 00:00:00,2678177799
2022-03-10 00:00:00,3027907249
2022-03-11 00:00:00,2763166733
2022-03-12 00:00:00,2712731038
2022-03-13 00:00:00,2781856428
2022-03-14 00:00:00,2856646174
2022-03-15 00:00:00,2940085215
2022-03-16 00:00:00,2961030730
2022-03-17 00:00:00,3045035422
2022-03-18 00:00:00,3050343481
2022-03-19 00:00:00,3183217513
2022-03-20 00:00:00,3266384386
2022-03-21 00:00:00,3105775367
2022-03-22 00:00:00,2990019468
2022-03-23 00:00:00,3154985226
2022-03-24 00:00:00,3107572887
2022-03-25 00:00:00,3535462473
2022-03-26 00:00:00,3532053152
2022-03-27 00:00:00,3543332191
2022-03-28 00:00:00,3755762076
2022-03-29 00:00:00,3612175927
2022-03-30 00:00:00,3629895264
2022-03-31 00:00:00,3599901145
2022-04-01 00:00:00,3385867969
2022-04-02 00:00:00,3392600395
2022-04-03 00:00:00,3283554291
2022-04-04 00:00:00,3331159795
2022-04-05 00:00:00,3417588788
2022-04-06 00:00:00,3488391226
2022-04-07 00:00:00,3520063100
2022-04-08 00:00:00,3511075981
2022-04-09 00:00:00,3488204529
2022-04-10 00:00:00,3553867517
2022-04-11 00:00:00,3554155282
2022-04-12 00:00:00,3331034840
2022-04-13 00:00:00,3340452205
2022-04-14 00:00:00,3284709856
2022-04-15 00:00:00,3304278819
2022-04-16 00:00:00,3300548684
2022-04-17 00:00:00,3285462490
2022-04-18 00:00:00,3312548897
2022-04-19 00:00:00,3237106291
2022-04-20 00:00:00,3305022058
2022-04-21 00:00:00,3309038538
2022-04-22 00:00:00,3257407603
2022-04-23 00:00:00,3371849724
2022-04-24 00:00:00,3397161863
2022-04-25 00:00:00,3383413543
2022-04-26 00:00:00,3314325918
2022-04-27 00:00:00,3305309201
2022-04-28 00:00:00,3230651506
2022-04-29 00:00:00,3143031228
2022-04-30 00:00:00,3207398952
2022-05-01 00:00:00,3203676073
2022-05-02 00:00:00,3174324416
2022-05-03 00:00:00,3112293370
2022-05-04 00:00:00,3436020757
2022-05-05 00:00:00,3286181352
2022-05-06 00:00:00,3285814226
2022-05-07 00:00:00,3217316811
2022-05-08 00:00:00,3234430978
2022-05-09 00:00:00,3033787063
2022-05-10 00:00:00,2569731587
2022-05-11 00:00:00,2515071263
2022-05-12 00:00:00,2261622720
2022-05-13 00:00:00,2071584134
2022-05-14 00:00:00,2226357410
2022-05-15 00:00:00,2111647056
2022-05-16 00:00:00,2277966725
2022-05-17 00:00:00,2220785681
2022-05-18 00:00:00,2217955951
2022-05-19 00:00:00,2237647957
2022-05-20 00:00:00,2601040677
2022-05-21 00:00:00,2372000564
2022-05-22 00:00:00,2328012826
2022-05-23 00:00:00,2533315156
2022-05-24 00:00:00,2394908583
2022-05-25 00:00:00,2452172831
2022-05-26 00:00:00,2350238627
2022-05-27 00:00:00,2394905712
2022-05-28 00:00:00,2364022289
2022-05-29 00:00:00,2368246432
2022-05-30 00:00:00,2537072032
2022-05-31 00:00:00,2774053356
2022-06-01 00:00:00,2798122422
2022-06-02 00:00:00,2488869794
2022-06-03 00:00:00,2567741113
2022-06-04 00:00:00,2484945280
2022-06-05 00:00:00,2463928963
2022-06-06 00:00:00,2481053154
2022-06-07 00:00:00,3005009111
2022-06-08 00:00:00,2686181907
2022-06-09 00:00:00,2410779384
2022-06-10 00:00:00,2546216833
2022-06-11 00:00:00,2558196146
2022-06-12 00:00:00,2550454684
2022-06-13 00:00:00,2285011835
2022-06-14 00:00:00,1859058439
2022-06-15 00:00:00,1854236366
2022-06-16 00:00:00,1899620290
2022-06-17 00:00:00,1834968782
2022-06-18 00:00:00,1926756102
2022-06-19 00:00:00,1714716220
2022-06-20 00:00:00,1873130590
2022-06-21 00:00:00,1890316579
2022-06-22 00:00:00,1937579226
2022-06-23 00:00:00,1880128833
2022-06-24 00:00:00,2022512561
2022-06-25 00:00:00,2019772220
2022-06-26 00:00:00,2167076818
2022-06-27 00:00:00,2033955392
2022-06-28 00:00:00,1993124781
2022-06-29 00:00:00,2007280289
2022-06-30 00:00:00,1974747876
2022-07-01 00:00:00,1862914289
2022-07-02 00:00:00,1748872634
2022-07-03 00:00:00,1808097312
2022-07-04 00:00:00,1824166546
2022-07-05 00:00:00,2068394326
2022-07-06 00:00:00,2018347606
2022-07-07 00:00:00,2112379341
2022-07-08 00:00:00,2515183169
2022-07-09 00:00:00,2365505800
2022-07-10 00:00:00,2359791976
2022-07-11 00:00:00,2177726262
2022-07-12 00:00:00,2095860300
2022-07-13 00:00:00,2059170480
2022-07-14 00:00:00,2117285905
2022-07-15 00:00:00,2252595736
2022-07-16 00:00:00,2339475654
2022-07-17 00:00:00,2362278769
2022-07-18 00:00:00,2340327557
2022-07-19 00:00:00,2449519255
2022-07-20 00:00:00,2788539511
2022-07-21 00:00:00,2609013855
2022-07-22 00:00:00,2605771580
2022-07-23 00:00:00,2655043830
2022-07-24 00:00:00,2644845344
2022-07-25 00:00:00,2608846475
2022-07-26 00:00:00,2340177420
2022-07-27 00:00:00,2362270255
2022-07-28 00:00:00,2613042357
2022-07-29 00:00:00,2703834152
2022-07-30 00:00:00,2694566599
